Organisation,SectorCluster,County
Help Restore Youth South Sudan,Food Security & Livlihoods,Tonj North
Help Restore Youth South Sudan,Food Security & Livlihoods,Tonj South
Help Restore Youth South Sudan,Food Security & Livlihoods,Twic East
Help Restore Youth South Sudan,Health,Juba
Help Restore Youth South Sudan,Health,Aweil Centre
Help Restore Youth South Sudan,Health,Aweil South
Help Restore Youth South Sudan,Protection ,Juba
Help Restore Youth South Sudan,Protection ,Tonj North
Help Restore Youth South Sudan,Protection ,Tonj South
Help Restore Youth South Sudan,Protection ,Twic East
Help Restore Youth South Sudan,WASH,Juba
Help Restore Youth South Sudan,WASH,Abiemnhom
Help Restore Youth South Sudan,WASH,Mayom
Help Restore Youth South Sudan,Conflict Prevention & Peacebuilding,Aweil Centre
Help Restore Youth South Sudan,Conflict Prevention & Peacebuilding,Aweil South
Help Restore Youth South Sudan,Conflict Prevention & Peacebuilding,Tonj North
Help Restore Youth South Sudan,Conflict Prevention & Peacebuilding,Tonj South
Help Restore Youth South Sudan,Conflict Prevention & Peacebuilding,Twic East
Help Restore Youth South Sudan,Governance & Rule of Law,Juba
Help Restore Youth South Sudan,Governance & Rule of Law,Aweil Centre
Help Restore Youth South Sudan,Governance & Rule of Law,Aweil South
Help Restore Youth South Sudan,Governance & Rule of Law,Gogrial Wast
ARISE NATION,CCCM,Juba
ARISE NATION,Education,Juba
ARISE NATION,Health,Juba
ARISE NATION,Protection ,Juba
ARISE NATION,WASH,Juba
ARISE NATION,Conflict Prevention & Peacebuilding,Juba
South Sudan Association for water Supply and Sanitation,WASH,Juba
South Sudan Association for water Supply and Sanitation,WASH,Twic East
South Sudan Association for water Supply and Sanitation,WASH,Duk
PEACE CORPS ORGANIZATION,Education,Jur River
PEACE CORPS ORGANIZATION,Education,Wau
PEACE CORPS ORGANIZATION,Education,Mayom
PEACE CORPS ORGANIZATION,Education,Gogrial Wast
PEACE CORPS ORGANIZATION,Education,Gogrial East
PEACE CORPS ORGANIZATION,Education,Tonj North
PEACE CORPS ORGANIZATION,Education,Tonj South
PEACE CORPS ORGANIZATION,Education,Twic East
PEACE CORPS ORGANIZATION,Food Security & Livlihoods,Juba
PEACE CORPS ORGANIZATION,Food Security & Livlihoods,Yei
PEACE CORPS ORGANIZATION,Food Security & Livlihoods,Pibor
PEACE CORPS ORGANIZATION,Food Security & Livlihoods,Jur River
PEACE CORPS ORGANIZATION,Food Security & Livlihoods,Raga
PEACE CORPS ORGANIZATION,Food Security & Livlihoods,Wau
PEACE CORPS ORGANIZATION,Food Security & Livlihoods,Gogrial West
PEACE CORPS ORGANIZATION,Food Security & Livlihoods,Tonj East
PEACE CORPS ORGANIZATION,Nutrition ,Pibor
PEACE CORPS ORGANIZATION,WASH,Pibor
PEACE CORPS ORGANIZATION,WASH,Jur River
PEACE CORPS ORGANIZATION,WASH,Wau
PEACE CORPS ORGANIZATION,WASH,Gogrial West
PEACE CORPS ORGANIZATION,WASH,Tonj East
PEACE CORPS ORGANIZATION,WASH,Twic East
CHURCH AND DEVELOPMENT,Education,Bor South
CHURCH AND DEVELOPMENT,Education,Twic East
CHURCH AND DEVELOPMENT,Education,Duk
CHURCH AND DEVELOPMENT,Food Security & Livlihoods,Bor South
CHURCH AND DEVELOPMENT,Food Security & Livlihoods,Twic East
Rural Development Initiative South Sudan,CCCM,Twic East
Rural Development Initiative South Sudan,Education,Bor South
Rural Development Initiative South Sudan,Education,Twic East
Rural Development Initiative South Sudan,Food Security & Livlihoods,Bor South
Rural Development Initiative South Sudan,Food Security & Livlihoods,Twic East
Rural Development Initiative South Sudan,Food Security & Livlihoods,Duk
Rural Development Initiative South Sudan,Health,Bor South
Rural Development Initiative South Sudan,Health,Twic East
Rural Development Initiative South Sudan,Health,Duk
Rural Development Initiative South Sudan,Nutrition ,Bor South
Rural Development Initiative South Sudan,Nutrition ,Twic East
Rural Development Initiative South Sudan,Nutrition ,Duk
Rural Development Initiative South Sudan,protection ,Bor South
Rural Development Initiative South Sudan,protection ,Twic East
Rural Development Initiative South Sudan,protection ,Duk
Rural Development Initiative South Sudan,Shelter and Non-Food Items,Bor South
Rural Development Initiative South Sudan,Shelter and Non-Food Items,Twic East
Rural Development Initiative South Sudan,Shelter and Non-Food Items,Duk
Rural Development Initiative South Sudan,WASH,Bor South
Rural Development Initiative South Sudan,WASH,Twic East
Rural Development Initiative South Sudan,WASH,Duk
Rural Development Initiative South Sudan,Conflict Prevention & Peacebuilding,Bor South
Rural Development Initiative South Sudan,Conflict Prevention & Peacebuilding,Twic East
Rural Development Initiative South Sudan,Conflict Prevention & Peacebuilding,Duk
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Juba
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Kajo-keji
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Lainya
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Morobo
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Terekeka
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Yei
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Budi
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Ikotos
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Kapoeta East
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Kapoeta North
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Kapoeta South
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Lafon
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Magwi
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Torit
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Ezo
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Maridi
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Mundri East
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Mundri West
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Mvolo
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Nagero
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Nzara
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Tambura
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Yambio
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Akobo 
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Ayod
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Bor South
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Twic East
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Duk
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Fangak
South Sudanese Network for Democracy and Elections,Governance & Rule of Law,Canal/Pigi
Nanfa Humanitarian Organization for Services,Education,Juba
Nanfa Humanitarian Organization for Services,Education,Fashoda
Nanfa Humanitarian Organization for Services,Education,Malakal
Nanfa Humanitarian Organization for Services,Education,Manyo
Nanfa Humanitarian Organization for Services,Food Security & Livlihoods,Juba
Nanfa Humanitarian Organization for Services,Food Security & Livlihoods,Fashoda
Nanfa Humanitarian Organization for Services,Food Security & Livlihoods,Malakal
Nanfa Humanitarian Organization for Services,Food Security & Livlihoods,Manyo
Nanfa Humanitarian Organization for Services,Health,Juba
Nanfa Humanitarian Organization for Services,Health,Fashoda
Nanfa Humanitarian Organization for Services,protection ,Juba
Nanfa Humanitarian Organization for Services,protection ,Fashoda
Nanfa Humanitarian Organization for Services,protection ,Malakal
Nanfa Humanitarian Organization for Services,protection ,Manyo
Nanfa Humanitarian Organization for Services,Shelter and Non-Food Items,Juba
Nanfa Humanitarian Organization for Services,Shelter and Non-Food Items,Fashoda
Nanfa Humanitarian Organization for Services,Shelter and Non-Food Items,Malakal
Nanfa Humanitarian Organization for Services,Shelter and Non-Food Items,Manyo
Eye Media,CCCM,Juba
Eye Media,CCCM,Torit
Rural Mission for Development,CCCM,Budi
Rural Mission for Development,CCCM,Kapoeta East
Rural Mission for Development,CCCM,Kapoeta North
Rural Mission for Development,CCCM,Kapoeta South
Rural Mission for Development,CCCM,Akobo 
Rural Mission for Development,CCCM,Nyirol
Rural Mission for Development,CCCM,Ulang
Advocates Coalition For Rights and Development,Education,Juba
Advocates Coalition For Rights and Development,Education,Magwi
Advocates Coalition For Rights and Development,Education,Pibor
Advocates Coalition For Rights and Development,Education,pochalla
Advocates Coalition For Rights and Development,Food Security & Livlihoods,Magwi
Advocates Coalition For Rights and Development,protection ,Juba
Advocates Coalition For Rights and Development,,Magwi
Advocates Coalition For Rights and Development,,Pibor
Advocates Coalition For Rights and Development,,pochalla
Advocates Coalition For Rights and Development,WASH,Juba
Advocates Coalition For Rights and Development,,Pibor
Advocates Coalition For Rights and Development,,pochalla
Advocates Coalition For Rights and Development,Conflict Prevention & Peacebuilding,Juba
"The Health, Education and Luminous Community Organization",CCCM,Terekeka
"The Health, Education and Luminous Community Organization",Education,Terekeka
"The Health, Education and Luminous Community Organization",Food Security & Livlihoods,Terekeka
"The Health, Education and Luminous Community Organization",Health,Terekeka
"The Health, Education and Luminous Community Organization",Nutrition ,Terekeka
"The Health, Education and Luminous Community Organization",protection ,Terekeka
"The Health, Education and Luminous Community Organization",Shelter and Non-Food Items,Terekeka
"The Health, Education and Luminous Community Organization",WASH,Terekeka
"The Health, Education and Luminous Community Organization",Conflict Prevention & Peacebuilding,Terekeka
"The Health, Education and Luminous Community Organization",Governance & Rule of Law,Terekeka
United Churches Women association,Education,Bor South
United Churches Women association,Education,Twic East
United Churches Women association,Education,Duk
United Churches Women association,Education,Rumbek Centre
United Churches Women association,Education,Yirol East
United Churches Women association,Education,Yirol West
United Churches Women association,Food Security & Livlihoods,Bor South
United Churches Women association,Food Security & Livlihoods,Twic East
United Churches Women association,Food Security & Livlihoods,Duk
United Churches Women association,Food Security & Livlihoods,Rumbek Centre
United Churches Women association,Food Security & Livlihoods,Yirol East
United Churches Women association,Food Security & Livlihoods,Yirol West
United Churches Women association,protection ,Bor South
United Churches Women association,protection ,Twic East
United Churches Women association,protection ,Duk
United Churches Women association,protection ,Rumbek Centre
United Churches Women association,protection ,Yirol East
United Churches Women association,protection ,Yirol West
United Churches Women association,WASH,Bor South
United Churches Women association,WASH,Twic East
United Churches Women association,WASH,Duk
United Churches Women association,WASH,Yirol East
United Churches Women association,WASH,Yirol West
Rural Community Development Organization,Education,Yei
Rural Community Development Organization,Education,Akobo 
Rural Community Development Organization,Education,Ayod
Rural Community Development Organization,Education,Bor South
Rural Community Development Organization,Education,Fangak
Rural Community Development Organization,Education,Pibor
Rural Community Development Organization,Education,Guit
Rural Community Development Organization,Education,Rubkona
Rural Community Development Organization,Education,Maiwut
Rural Community Development Organization,Education,Luakpiny/Nasir
Rural Community Development Organization,Education,Renk
Rural Community Development Organization,Food Security & Livlihoods,Yei
Rural Community Development Organization,Food Security & Livlihoods,Ayod
Rural Community Development Organization,Food Security & Livlihoods,Fangak
Rural Community Development Organization,Food Security & Livlihoods,Canal/Pigi
Rural Community Development Organization,Food Security & Livlihoods,Guit
Rural Community Development Organization,Food Security & Livlihoods,Rubkona
Rural Community Development Organization,Food Security & Livlihoods,Maiwut
Rural Community Development Organization,Food Security & Livlihoods,Luakpiny/Nasir
Rural Community Development Organization,Health,Akobo 
Rural Community Development Organization,Health,Ayod
Rural Community Development Organization,Health,Fangak
Rural Community Development Organization,Health,Canal/Pigi
Rural Community Development Organization,Health,Pibor
Rural Community Development Organization,Health,Guit
Rural Community Development Organization,Health,Leer
Rural Community Development Organization,protection ,Akobo 
Rural Community Development Organization,protection ,Ayod
Rural Community Development Organization,protection ,Duk
Rural Community Development Organization,protection ,Fangak
Rural Community Development Organization,protection ,Canal/Pigi
Rural Community Development Organization,protection ,Pibor
Rural Community Development Organization,protection ,Guit
Rural Community Development Organization,protection ,Rubkona
Rural Community Development Organization,protection ,Maiwut
Rural Community Development Organization,protection ,Luakpiny/Nasir
Organization for Relief anf Development,CCCM,Juba
Organization for Relief anf Development,CCCM,Maban
Organization for Relief anf Development,Emergency Telecoms,Juba
Organization for Relief anf Development,Food Security & Livlihoods,Maban
Organization for Relief anf Development,Health,Gogrial West
Organization for Relief anf Development,Logistics,Juba
Organization for Relief anf Development,Mine Action ,Awiel Centre
Organization for Relief anf Development,Nutrition ,Maban
Organization for Relief anf Development,protection ,Juba
Organization for Relief anf Development,Shelter and Non-Food Items,Juba
Organization for Relief anf Development,WASH,Juba
Organization for Relief anf Development,Conflict Prevention & Peacebuilding,Maban
Organization for Relief anf Development,Governance & Rule of Law,Juba
Rural Water and Sanitation Support Agency,WASH,Kajo-keji
Rural Water and Sanitation Support Agency,WASH,Ikotos
Rural Water and Sanitation Support Agency,WASH,Kapoeta East
Rural Water and Sanitation Support Agency,WASH,Kapoeta North
Rural Water and Sanitation Support Agency,WASH,Kapoeta South
Rural Water and Sanitation Support Agency,WASH,Magwi
Rural Water and Sanitation Support Agency,WASH,Torit
Rural Water and Sanitation Support Agency,WASH,Awerial
Rural Water and Sanitation Support Agency,WASH,Cueibet
Rural Water and Sanitation Support Agency,WASH,Rumbek Centre
Rural Water and Sanitation Support Agency,WASH,Rumbek East
Rural Water and Sanitation Support Agency,WASH,Rumbek North
Rural Water and Sanitation Support Agency,WASH,Wulu
Rural Water and Sanitation Support Agency,WASH,Yirol East
Rural Water and Sanitation Support Agency,WASH,Yirol West
Agaraka Community Development Organization,Education,Pariang
Agaraka Community Development Organization,Food Security & Livlihoods,Pariang
Agaraka Community Development Organization,Conflict Prevention & Peacebuilding,Pariang
South Sudan Women' Empowerment Network,Education,Awerial
South Sudan Women' Empowerment Network,Shelter and Non-Food Items,Awerial
South Sudan Women' Empowerment Network,Governance & Rule of Law,Juba
Women and Equity Organization,CCCM,Juba
Women and Equity Organization,CCCM,Torit
Women and Equity Organization,CCCM,Yambio
Women and Equity Organization,CCCM,Pibor
Women and Equity Organization,CCCM,Jur River
Women and Equity Organization,CCCM,Wau
Women and Equity Organization,CCCM,Malakal
Women and Equity Organization,Education,Juba
Women and Equity Organization,Health,Juba
Women and Equity Organization,Health,Yambio
Women and Equity Organization,Health,Wau
Women and Equity Organization,Conflict Prevention & Peacebuilding,Juba
Women and Equity Organization,Conflict Prevention & Peacebuilding,Wau
Women and Equity Organization,Governance & Rule of Law,Juba
Women and Equity Organization,Governance & Rule of Law,Torit
Women and Equity Organization,Governance & Rule of Law,Yambio
Women and Equity Organization,Governance & Rule of Law,Jur River
Women and Equity Organization,Governance & Rule of Law,Wau
Women and Equity Organization,Governance & Rule of Law,Malakal
Africa Arise International,CCCM,Bor South
Africa Arise International,CCCM,Twic East
Africa Arise International,CCCM,Duk
Africa Arise International,CCCM,pochalla
South Sudan Grassroot Initiative for Development,Education,Tonj East
South Sudan Grassroot Initiative for Development,Education,Tonj South
South Sudan Grassroot Initiative for Development,Education,Tonj North
South Sudan Grassroot Initiative for Development,Food Security & Livlihoods,Aweil North
South Sudan Grassroot Initiative for Development,Food Security & Livlihoods,Aweil South
South Sudan Grassroot Initiative for Development,Food Security & Livlihoods,Jur River
South Sudan Grassroot Initiative for Development,Food Security & Livlihoods,Wau
South Sudan Grassroot Initiative for Development,Food Security & Livlihoods,Tonj East
South Sudan Grassroot Initiative for Development,Food Security & Livlihoods,Tonj North
South Sudan Grassroot Initiative for Development,Food Security & Livlihoods,Tonj South
South Sudan Grassroot Initiative for Development,Health,Juba
South Sudan Grassroot Initiative for Development,Health,Duk
South Sudan Grassroot Initiative for Development,Health,Aweil North
South Sudan Grassroot Initiative for Development,Health,Aweil South
South Sudan Grassroot Initiative for Development,Health,Tonj East
South Sudan Grassroot Initiative for Development,Health,Tonj North
South Sudan Grassroot Initiative for Development,Health,Tonj South
South Sudan Grassroot Initiative for Development,Nutrition ,Duk
South Sudan Grassroot Initiative for Development,Nutrition ,Aweil North
South Sudan Grassroot Initiative for Development,Nutrition ,Aweil South
South Sudan Grassroot Initiative for Development,Nutrition ,Tonj East
South Sudan Grassroot Initiative for Development,Nutrition ,Tonj North
South Sudan Grassroot Initiative for Development,Nutrition ,Tonj South
South Sudan Grassroot Initiative for Development,protection ,Juba
South Sudan Grassroot Initiative for Development,protection ,Wau
South Sudan Grassroot Initiative for Development,Shelter and Non-Food Items,Aweil North
South Sudan Grassroot Initiative for Development,WASH,Juba
South Sudan Grassroot Initiative for Development,WASH,Duk
South Sudan Grassroot Initiative for Development,WASH,Aweil North
South Sudan Grassroot Initiative for Development,WASH,Aweil South
South Sudan Grassroot Initiative for Development,WASH,Jur River
South Sudan Grassroot Initiative for Development,WASH,Wau
South Sudan Grassroot Initiative for Development,WASH,Tonj East
South Sudan Grassroot Initiative for Development,WASH,Tonj North
South Sudan Grassroot Initiative for Development,WASH,Tonj South
South Sudan Grassroot Initiative for Development,Conflict Prevention & Peacebuilding,Tonj East
South Sudan Grassroot Initiative for Development,Conflict Prevention & Peacebuilding,Tonj North
South Sudan Grassroot Initiative for Development,Conflict Prevention & Peacebuilding,Tonj South
National Peace Development Organization,Education,Abiemnhom
National Peace Development Organization,Education,Mayom
National Peace Development Organization,Food Security & Livlihoods,Abiemnhom
National Peace Development Organization,Food Security & Livlihoods,Mayom
National Peace Development Organization,Health,Abiemnhom
National Peace Development Organization,Health,Mayom
National Peace Development Organization,Health,Pariang
Paraplegics and Disabled Empowerment Organization (PADEO),Education,Bor South
Paraplegics and Disabled Empowerment Organization (PADEO),Food Security & Livlihoods,Bor South
Paraplegics and Disabled Empowerment Organization (PADEO),WASH,Akobo 
Paraplegics and Disabled Empowerment Organization (PADEO),WASH,Duk
Paraplegics and Disabled Empowerment Organization (PADEO),Conflict Prevention & Peacebuilding,Akobo 
Paraplegics and Disabled Empowerment Organization (PADEO),Conflict Prevention & Peacebuilding,Bor South
Paraplegics and Disabled Empowerment Organization (PADEO),Conflict Prevention & Peacebuilding,Fangak
Paraplegics and Disabled Empowerment Organization (PADEO),Conflict Prevention & Peacebuilding,Canal/Pigi
GEMS Development Foundation,Education,Juba
GEMS Development Foundation,Education,Aweil Centre
GEMS Development Foundation,Education,Aweil East
GEMS Development Foundation,Education,Aweil North
GEMS Development Foundation,Education,Aweil South
GEMS Development Foundation,Education,Aweil west
GEMS Development Foundation,Food Security & Livlihoods,Aweil Centre
GEMS Development Foundation,Food Security & Livlihoods,Aweil East
GEMS Development Foundation,Food Security & Livlihoods,Aweil North
GEMS Development Foundation,Food Security & Livlihoods,Aweil South
GEMS Development Foundation,Food Security & Livlihoods,Aweil west
GEMS Development Foundation,Health,Juba
GEMS Development Foundation,Health,Aweil Centre
GEMS Development Foundation,Health,Aweil East
GEMS Development Foundation,Health,Aweil North
GEMS Development Foundation,Health,Aweil South
GEMS Development Foundation,Health,Aweil west
Organization Community Initiative Support Program,protection ,Juba
Organization Community Initiative Support Program,protection ,Bor South
Organization Community Initiative Support Program,protection ,Rubkona
Organization Community Initiative Support Program,protection ,Tonj North
Organization Community Initiative Support Program,Governance & Rule of Law,Juba
Organization Community Initiative Support Program,Governance & Rule of Law,Rubkona
wanhalel Rural youth cooperative society,Education,Tonj South
wanhalel Rural youth cooperative society,Health,Tonj East
wanhalel Rural youth cooperative society,Health,Tonj South
wanhalel Rural youth cooperative society,protection ,Tonj East
wanhalel Rural youth cooperative society,protection ,Tonj South
wanhalel Rural youth cooperative society,WASH,Tonj South
wanhalel Rural youth cooperative society,Conflict Prevention & Peacebuilding,Tonj South
wanhalel Rural youth cooperative society,Governance & Rule of Law,Tonj South
"Organization for Peace, Relief and Development",Education,Kapoeta East
"Organization for Peace, Relief and Development",Education,Kapoeta North
"Organization for Peace, Relief and Development",Education,Kapoeta South
Africa Edupad Organisat,Education,Juba
National Organization for Social Development,Education,Malakal
National Organization for Social Development,Education,Manyo
National Organization for Social Development,Food Security & Livlihoods,Malakal
National Organization for Social Development,Food Security & Livlihoods,Manyo
National Organization for Social Development,protection ,Fashoda
National Organization for Social Development,protection ,Malakal
National Organization for Social Development,protection ,Manyo
obadiah brothers keeper mission.I nc,Education,Magwi
obadiah brothers keeper mission.I nc,protection ,Juba
obadiah brothers keeper mission.I nc,protection ,Magwi
obadiah brothers keeper mission.I nc,Shelter and Non-Food Items,Magwi
obadiah brothers keeper mission.I nc,WASH,Juba
obadiah brothers keeper mission.I nc,WASH,Magwi
poverty reduction mission,Education,Mundri West
poverty reduction mission,Food Security & Livlihoods,Mundri East
poverty reduction mission,WASH,Mundri East
Tu'deako Community Group Organization,Education,Juba
Tu'deako Community Group Organization,Education,Mundri East
Tu'deako Community Group Organization,Education,Mundri West
Tu'deako Community Group Organization,Food Security & Livlihoods,Juba
Tu'deako Community Group Organization,Food Security & Livlihoods,Mundri East
Tu'deako Community Group Organization,Food Security & Livlihoods,Mundri West
Tu'deako Community Group Organization,Food Security & Livlihoods,Mvolo
Tu'deako Community Group Organization,Health,Juba
Tu'deako Community Group Organization,Health,Mundri East
Tu'deako Community Group Organization,Health,Mundri West
Tu'deako Community Group Organization,Health,Mvolo
Tu'deako Community Group Organization,Nutrition ,Juba
Tu'deako Community Group Organization,Nutrition ,Mundri East
Tu'deako Community Group Organization,Nutrition ,Mundri West
Tu'deako Community Group Organization,Nutrition ,Mvolo
South Sudan association of Visual Impired,Education,Juba
South Sudan association of Visual Impired,Health,Juba
South Sudan association of Visual Impired,protection ,Juba
South Sudan association of Visual Impired,Governance & Rule of Law,Juba
Development and peace returnees association,Education,Awerial
Development and peace returnees association,Emergency Telecoms,Juba
Development and peace returnees association,Food Security & Livlihoods,Awerial
Development and peace returnees association,Health,Awerial
Development and peace returnees association,Nutrition ,Juba
Development and peace returnees association,Shelter and Non-Food Items,Awerial
Development and peace returnees association,WASH,Awerial
Development and peace returnees association,Conflict Prevention & Peacebuilding,Awerial
Voice for Change,Education,Juba
Voice for Change,Food Security & Livlihoods,Juba
Voice for Change,Food Security & Livlihoods,Morobo
Voice for Change,Health,Juba
Voice for Change,Health,Yei
Voice for Change,Mine Action ,Juba
Voice for Change,protection ,Juba
Voice for Change,protection ,Yei
Voice for Change,Shelter and Non-Food Items,Magwi
Voice for Change,Conflict Prevention & Peacebuilding,Juba
Voice for Change,Conflict Prevention & Peacebuilding,Morobo
Voice for Change,Conflict Prevention & Peacebuilding,Yei
Voice for Change,Environmeental Sustainability,Juba
Foundation for Accountable Goverance,Conflict Prevention & Peacebuilding,Juba
Foundation for Accountable Goverance,Conflict Prevention & Peacebuilding,Kajo-keji
Foundation for Accountable Goverance,Conflict Prevention & Peacebuilding,Lainya
Foundation for Accountable Goverance,Conflict Prevention & Peacebuilding,Morobo
Foundation for Accountable Goverance,Conflict Prevention & Peacebuilding,Terekeka
Foundation for Accountable Goverance,Governance & Rule of Law,Juba
Foundation for Accountable Goverance,Governance & Rule of Law,Kajo-keji
Foundation for Accountable Goverance,Governance & Rule of Law,Lainya
Foundation for Accountable Goverance,Governance & Rule of Law,Morobo
Foundation for Accountable Goverance,Governance & Rule of Law,Terekeka
Foundation for Accountable Goverance,Environmeental Sustainability,Gogrial West
Foundation for Accountable Goverance,Environmeental Sustainability,Tonj East
Foundation for Accountable Goverance,Environmeental Sustainability,Tonj South
Global Development Service,Education,Jur River
Global Development Service,Food Security & Livlihoods,Jur River
Global Development Service,Health,Jur River
Global Development Service,Nutrition ,Jur River
Global Development Service,protection ,Jur River
Global Development Service,WASH,Jur River
Global Development Service,Conflict Prevention & Peacebuilding,Jur River
Global Development Service,Governance & Rule of Law,Jur River
Resource Development Foundation for Africa,Education,Rumbek East
Resource Development Foundation for Africa,Education,Wulu
KHOR FILUS CHARITABLE TRUST FOR WOMEN & CHILDREN CARE,Education,Juba
KHOR FILUS CHARITABLE TRUST FOR WOMEN & CHILDREN CARE,Food Security & Livlihoods,Canal/Pigi
KHOR FILUS CHARITABLE TRUST FOR WOMEN & CHILDREN CARE,Food Security & Livlihoods,Panyikang
Peace Child South Sudan,Education,Gogrial East
Peace Child South Sudan,Health,Gogrial East
Peace Child South Sudan,Health,Gogrial West
Peace Child South Sudan,Health,Tonj East
Peace Child South Sudan,Health,Tonj South
Peace Child South Sudan,Health,Tonj East
Peace Child South Sudan,Health,Twic East
Nationwide Street Children Care and Rehabilitation (NSCCR),Education,Juba
Nationwide Street Children Care and Rehabilitation (NSCCR),Education,Bor South
Nationwide Street Children Care and Rehabilitation (NSCCR),Education,Awerial
Nationwide Street Children Care and Rehabilitation (NSCCR),Education,Malakal
Nationwide Street Children Care and Rehabilitation (NSCCR),Education,Twic East
Nationwide Street Children Care and Rehabilitation (NSCCR),Food Security & Livlihoods,Juba
Nationwide Street Children Care and Rehabilitation (NSCCR),Food Security & Livlihoods,Bor South
Nationwide Street Children Care and Rehabilitation (NSCCR),Food Security & Livlihoods,Twic East
Nationwide Street Children Care and Rehabilitation (NSCCR),protection ,Juba
Nationwide Street Children Care and Rehabilitation (NSCCR),protection ,Bor South
Nationwide Street Children Care and Rehabilitation (NSCCR),protection ,Twic East
Nationwide Street Children Care and Rehabilitation (NSCCR),protection ,Pibor
Nationwide Street Children Care and Rehabilitation (NSCCR),WASH,Juba
Nationwide Street Children Care and Rehabilitation (NSCCR),WASH,Bor South
Nationwide Street Children Care and Rehabilitation (NSCCR),WASH,Twic East
Nationwide Street Children Care and Rehabilitation (NSCCR),Conflict Prevention & Peacebuilding,Juba
Nationwide Street Children Care and Rehabilitation (NSCCR),Conflict Prevention & Peacebuilding,Bor South
Nationwide Street Children Care and Rehabilitation (NSCCR),Conflict Prevention & Peacebuilding,Akobo 
Nationwide Street Children Care and Rehabilitation (NSCCR),Conflict Prevention & Peacebuilding,Pibor
Nationwide Street Children Care and Rehabilitation (NSCCR),Conflict Prevention & Peacebuilding,Awerial
Nationwide Street Children Care and Rehabilitation (NSCCR),Conflict Prevention & Peacebuilding,Rumbek East
Nationwide Street Children Care and Rehabilitation (NSCCR),Conflict Prevention & Peacebuilding,Twic East
Grassroots Relief and Development agency,Education,Bor South
Grassroots Relief and Development agency,Education,Rubkona
Grassroots Relief and Development agency,Education,Malakal
Grassroots Relief and Development agency,Food Security & Livlihoods,Mundri East
Grassroots Relief and Development agency,Food Security & Livlihoods,Mundri West
Grassroots Relief and Development agency,Food Security & Livlihoods,Mvolo
Grassroots Relief and Development agency,Nutrition ,Rubkona
Grassroots Relief and Development agency,Nutrition ,Malakal
Grassroots Relief and Development agency,protection ,Mundri East
Grassroots Relief and Development agency,protection ,Bor South
Grassroots Relief and Development agency,protection ,Rubkona
Grassroots Relief and Development agency,protection ,Malakal
Grassroots Relief and Development agency,Shelter and Non-Food Items,Mundri East
Grassroots Relief and Development agency,Conflict Prevention & Peacebuilding,Rubkona
Grassroots Relief and Development agency,Conflict Prevention & Peacebuilding,Bor South
Grassroots Relief and Development agency,Conflict Prevention & Peacebuilding,Malakal
Grassroots Relief and Development agency,Governance & Rule of Law,Rubkona
Grassroots Relief and Development agency,Governance & Rule of Law,Bor South
Grassroots Relief and Development agency,Governance & Rule of Law,Malakal
Kidepo Lions Sports,Education,Juba
Kidepo Lions Sports,Education,Budi
Kidepo Lions Sports,Food Security & Livlihoods,Juba
Kidepo Lions Sports,Food Security & Livlihoods,Budi
Kidepo Lions Sports,Health,Juba
Kidepo Lions Sports,Health,Budi
Kidepo Lions Sports,Nutrition ,Juba
Kidepo Lions Sports,Nutrition ,Budi
Kidepo Lions Sports,protection ,Juba
Kidepo Lions Sports,Shelter and Non-Food Items,Juba
Kidepo Lions Sports,Shelter and Non-Food Items,Budi
Kidepo Lions Sports,WASH,Juba
Kidepo Lions Sports,WASH,Budi
Kidepo Lions Sports,Conflict Prevention & Peacebuilding,Juba
Kidepo Lions Sports,Conflict Prevention & Peacebuilding,Budi
TOUCH AFRICA DEVELOPMENT INITIATIVES,Education,Malakal
TOUCH AFRICA DEVELOPMENT INITIATIVES,Education,Akobo 
